accession_no,entity_name,cik,file_date,period_of_report,form_type,file_type_hint,source
0000877212-22-000103,ZEBRA TECHNOLOGIES CORP,0000877212,2022-07-06,2022-06-30,8-K,,submissions
0000877212-22-000101,ZEBRA TECHNOLOGIES CORP,0000877212,2022-06-30,2022-06-28,8-K,,submissions
0000877212-22-000099,ZEBRA TECHNOLOGIES CORP,0000877212,2022-05-26,2022-05-25,8-K,,submissions
0000877212-22-000096,ZEBRA TECHNOLOGIES CORP,0000877212,2022-05-17,2022-05-12,8-K,,submissions
0000877212-22-000038,ZEBRA TECHNOLOGIES CORP,0000877212,2022-05-03,2022-05-03,8-K,,submissions
0000877212-22-000033,ZEBRA TECHNOLOGIES CORP,0000877212,2022-03-15,2022-03-14,8-K,,submissions
0000877212-22-000023,ZEBRA TECHNOLOGIES CORP,0000877212,2022-02-10,2022-02-10,8-K,,submissions
0000877212-21-000194,ZEBRA TECHNOLOGIES CORP,0000877212,2021-11-09,2021-11-05,8-K,,submissions
0000877212-21-000188,ZEBRA TECHNOLOGIES CORP,0000877212,2021-11-02,2021-11-02,8-K,,submissions
0000877212-21-000168,ZEBRA TECHNOLOGIES CORP,0000877212,2021-08-10,2021-08-06,8-K,,submissions
0000877212-21-000154,ZEBRA TECHNOLOGIES CORP,0000877212,2021-08-03,2021-08-03,8-K,,submissions
0000877212-21-000121,ZEBRA TECHNOLOGIES CORP,0000877212,2021-05-19,2021-05-14,8-K,,submissions
0000877212-21-000046,ZEBRA TECHNOLOGIES CORP,0000877212,2021-05-04,2021-05-04,8-K,,submissions
0000877212-21-000042,ZEBRA TECHNOLOGIES CORP,0000877212,2021-03-25,2021-03-19,8-K,,submissions
0000877212-21-000006,ZEBRA TECHNOLOGIES CORP,0000877212,2021-02-11,2021-02-11,8-K,,submissions
0000877212-21-000002,ZEBRA TECHNOLOGIES CORP,0000877212,2021-01-12,2021-01-11,8-K,,submissions
0000877212-20-000167,ZEBRA TECHNOLOGIES CORP,0000877212,2020-11-03,2020-11-03,8-K,,submissions
0000877212-20-000161,ZEBRA TECHNOLOGIES CORP,0000877212,2020-09-04,2020-09-01,8-K,,submissions
0001193125-20-222973,ZEBRA TECHNOLOGIES CORP,0000877212,2020-08-18,2020-08-13,8-K,,submissions
0000877212-20-000144,ZEBRA TECHNOLOGIES CORP,0000877212,2020-07-28,2020-07-28,8-K,,submissions
0000877212-20-000112,ZEBRA TECHNOLOGIES CORP,0000877212,2020-05-19,2020-05-14,8-K,,submissions
0000877212-20-000025,ZEBRA TECHNOLOGIES CORP,0000877212,2020-04-30,2020-04-29,8-K,,submissions
0000877212-20-000020,ZEBRA TECHNOLOGIES CORP,0000877212,2020-04-28,2020-04-28,8-K,,submissions
0000877212-20-000010,ZEBRA TECHNOLOGIES CORP,0000877212,2020-03-26,2020-03-23,8-K,,submissions
0000877212-20-000004,ZEBRA TECHNOLOGIES CORP,0000877212,2020-02-13,2020-02-13,8-K,,submissions
0000877212-19-000037,ZEBRA TECHNOLOGIES CORP,0000877212,2019-11-05,2019-11-01,8-K,,submissions
0000877212-19-000033,ZEBRA TECHNOLOGIES CORP,0000877212,2019-10-29,2019-10-29,8-K,,submissions
0001193125-19-248118,ZEBRA TECHNOLOGIES CORP,0000877212,2019-09-18,2019-09-17,8-K,,submissions
0001193125-19-217977,ZEBRA TECHNOLOGIES CORP,0000877212,2019-08-09,2019-08-09,8-K,,submissions
0000877212-19-000027,ZEBRA TECHNOLOGIES CORP,0000877212,2019-07-30,2019-07-30,8-K,,submissions
0001193125-19-151905,ZEBRA TECHNOLOGIES CORP,0000877212,2019-05-20,2019-05-16,8-K,,submissions
0000877212-19-000015,ZEBRA TECHNOLOGIES CORP,0000877212,2019-04-30,2019-04-30,8-K,,submissions
0000877212-19-000008,ZEBRA TECHNOLOGIES CORP,0000877212,2019-02-14,2019-02-14,8-K,,submissions
0001193125-23-287490,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2023-12-01,2023-11-28,8-K,,submissions
0000950170-23-059736,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2023-11-07,2023-11-07,8-K,,submissions
0001193125-23-217504,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2023-08-22,2023-08-17,8-K,,submissions
0000950170-23-036153,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2023-08-01,2023-08-01,8-K,,submissions
0001193125-23-184743,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2023-07-10,2023-07-07,8-K,,submissions
0001193125-23-169043,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2023-06-16,2023-06-16,8-K,,submissions
0001193125-23-146173,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2023-05-16,2023-05-12,8-K,,submissions
0000950170-23-016423,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2023-05-02,2023-05-02,8-K,,submissions
0001193125-23-040223,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2023-02-15,2023-02-15,8-K,,submissions
0000950170-23-001740,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2023-02-03,2023-02-03,8-K,,submissions
0001193125-22-304888,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2022-12-14,2022-12-14,8-K,,submissions
0000950170-22-020960,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2022-11-02,2022-11-02,8-K,,submissions
0001193125-22-226467,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2022-08-22,2022-08-19,8-K,,submissions
0000950170-22-013732,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2022-08-02,2022-08-02,8-K,,submissions
0001193125-22-178777,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2022-06-22,2022-06-22,8-K,,submissions
0001193125-22-154485,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2022-05-19,2022-05-13,8-K,,submissions
0001193125-22-150863,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2022-05-16,2022-05-16,8-K,,submissions
0001564590-22-017219,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2022-05-03,2022-05-03,8-K,,submissions
0001564590-22-016242,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2022-04-28,2022-04-28,8-K,,submissions
0001193125-22-061356,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,2022-03-01,2022-03-01,8-K,,submissions
